Date,Open,High,Low,Close,Volume
2020-04-27,262.010009765625,264.9100036621094,261.57000732421875,263.8999938964844,3892200
2020-04-28,267.4800109863281,267.7900085449219,262.29998779296875,262.67999267578125,5849500
2020-04-29,267.9800109863281,271.0,266.9100036621094,269.45001220703125,6773100
2020-04-30,268.0799865722656,268.5799865722656,265.2300109863281,267.1000061035156,7386600
2020-05-01,262.1400146484375,262.8500061035156,258.739990234375,259.82000732421875,4790700
2020-05-04,257.9200134277344,260.8999938964844,256.5299987792969,260.6400146484375,4128900
2020-05-05,263.45001220703125,265.80999755859375,262.6000061035156,263.0400085449219,4437200
2020-05-06,264.7099914550781,265.1099853515625,261.1400146484375,261.2699890136719,3021400
2020-05-07,264.45001220703125,266.29998779296875,263.8999938964844,264.3599853515625,3410200
2020-05-08,267.5299987792969,269.1400146484375,266.3800048828125,268.7799987792969,3201100
2020-05-11,266.7799987792969,270.20001220703125,266.42999267578125,268.82000732421875,3469300
2020-05-12,269.9800109863281,270.3999938964844,263.3299865722656,263.4100036621094,5159900
2020-05-13,262.8699951171875,263.8999938964844,256.3599853515625,258.739990234375,5617500
2020-05-14,256.3299865722656,262.0,253.97000122070312,261.8599853515625,7737600
2020-05-15,259.5400085449219,263.1099853515625,258.55999755859375,263.0400085449219,3385900
2020-05-18,269.32000732421875,272.70001220703125,269.05999755859375,271.0799865722656,6759200
2020-05-19,270.6099853515625,272.25,268.3399963378906,268.5199890136719,4921100
2020-05-20,271.9200134277344,273.7900085449219,271.69000244140625,272.8999938964844,4896200
2020-05-21,272.79998779296875,273.5899963378906,269.95001220703125,270.94000244140625,3581300
2020-05-22,270.760009765625,271.7200012207031,269.5,271.54998779296875,2296400
2020-05-26,277.5299987792969,277.739990234375,274.54998779296875,275.0400085449219,4911800
2020-05-27,277.7799987792969,279.04998779296875,272.8599853515625,279.04998779296875,5152400
2020-05-28,280.0299987792969,282.0400085449219,277.80999755859375,278.5,4630600
2020-05-29,278.0299987792969,280.3500061035156,275.3599853515625,279.75,7049300
2020-06-01,279.07000732421875,281.489990234375,278.57000732421875,280.9700012207031,3888200
2020-06-02,281.7900085449219,283.2799987792969,280.4599914550781,283.2799987792969,4343900
2020-06-03,285.20001220703125,287.92999267578125,284.92999267578125,287.0199890136719,5568100
2020-06-04,286.0,287.75,284.20001220703125,286.2900085449219,3818600
2020-06-05,291.6300048828125,295.3800048828125,291.6099853515625,293.6099853515625,6015500
2020-06-08,294.42999267578125,297.32000732421875,293.8800048828125,297.1700134277344,5559700
2020-06-09,294.489990234375,296.3900146484375,293.6300048828125,295.05999755859375,4686400
2020-06-10,295.5299987792969,296.3900146484375,292.5899963378906,293.2200012207031,5602600
2020-06-11,286.3599853515625,286.9200134277344,275.79998779296875,276.32000732421875,7748200
2020-06-12,283.3500061035156,284.1499938964844,274.5,279.6499938964844,6232200
2020-06-15,273.9100036621094,283.3500061035156,272.7699890136719,282.20001220703125,4431400
2020-06-16,290.04998779296875,290.20001220703125,282.8299865722656,287.7200012207031,5295000
2020-06-17,288.7300109863281,289.0199890136719,285.8800048828125,286.3999938964844,2662800
2020-06-18,284.9700012207031,287.1199951171875,284.54998779296875,286.6600036621094,2756300
2020-06-19,290.0400085449219,290.2699890136719,283.6700134277344,284.9700012207031,3479500
2020-06-22,284.3500061035156,287.19000244140625,283.260009765625,286.8599853515625,2518000
2020-06-23,289.510009765625,290.42999267578125,287.760009765625,288.1600036621094,2503600
2020-06-24,286.0799865722656,286.70001220703125,278.9700012207031,280.7900085449219,4532300
2020-06-25,280.260009765625,284.1000061035156,278.2200012207031,283.760009765625,3897400
2020-06-26,282.7200012207031,282.9200134277344,276.5199890136719,277.1099853515625,4479000
2020-06-29,276.8900146484375,279.7200012207031,274.7200012207031,279.70001220703125,3464600
2020-06-30,279.2900085449219,284.95001220703125,279.1499938964844,283.42999267578125,5215700
2020-07-01,284.3699951171875,286.510009765625,283.95001220703125,285.3699951171875,3712600
2020-07-02,288.760009765625,290.04998779296875,286.17999267578125,286.80999755859375,3661100
2020-07-06,290.6700134277344,291.5799865722656,289.8999938964844,291.260009765625,3573800
2020-07-07,289.6700134277344,291.67999267578125,287.8900146484375,288.239990234375,3420300
2020-07-08,289.0,290.54998779296875,287.2900085449219,290.3800048828125,2434200
2020-07-09,291.0199890136719,291.29998779296875,285.4100036621094,288.8999938964844,3164600
2020-07-10,288.7200012207031,292.010009765625,287.3399963378906,291.79998779296875,2712400
2020-07-13,294.1000061035156,296.45001220703125,288.6099853515625,289.1600036621094,3657900
2020-07-14,287.7900085449219,293.32000732421875,286.6300048828125,293.0299987792969,4053100
2020-07-15,296.19000244140625,296.75,293.3500061035156,295.6300048828125,6601400
2020-07-16,293.79998779296875,295.1099853515625,293.1499938964844,294.7699890136719,3082900
2020-07-17,295.7200012207031,296.3500061035156,293.75,295.54998779296875,2246000
2020-07-20,295.3299865722656,298.67999267578125,294.6000061035156,298.010009765625,2539900
2020-07-21,299.8599853515625,300.3500061035156,297.6600036621094,298.6300048828125,3305500
2020-07-22,298.2200012207031,300.55999755859375,298.1099853515625,300.3299865722656,4121100
2020-07-23,299.92999267578125,300.6199951171875,295.3800048828125,296.739990234375,3487100
2020-07-24,294.8599853515625,295.80999755859375,293.29998779296875,294.82000732421875,2851000
2020-07-27,295.4800109863281,297.1199951171875,294.739990234375,296.9700012207031,2253300
2020-07-28,296.17999267578125,297.3299865722656,294.7900085449219,295.1300048828125,3135600
2020-07-29,296.0,299.260009765625,295.8999938964844,298.70001220703125,2370800
2020-07-30,295.739990234375,298.05999755859375,293.6700134277344,297.6099853515625,2951700
2020-07-31,299.45001220703125,300.1000061035156,295.239990234375,300.1000061035156,4460300
2020-08-03,301.6499938964844,302.82000732421875,301.1300048828125,301.989990234375,3767700
2020-08-04,301.2200012207031,303.260009765625,301.2200012207031,303.260009765625,2129200
2020-08-05,304.6099853515625,305.3999938964844,304.30999755859375,305.1499938964844,2615100
2020-08-06,304.5799865722656,307.2900085449219,304.25,307.20001220703125,4088200
2020-08-07,306.2300109863281,307.6000061035156,305.32000732421875,307.3599853515625,3319600
2020-08-10,307.8800048828125,308.5,305.9200134277344,308.3399963378906,2118200
2020-08-11,309.5199890136719,310.1199951171875,305.07000732421875,305.8500061035156,3571200
2020-08-12,308.25,310.80999755859375,308.20001220703125,310.0400085449219,2947400
2020-08-13,309.29998779296875,310.7799987792969,308.55999755859375,309.510009765625,4074200
2020-08-14,309.1499938964844,310.0199890136719,308.3399963378906,309.510009765625,2097600
2020-08-17,310.44000244140625,310.8699951171875,310.0899963378906,310.510009765625,2183400
2020-08-18,310.92999267578125,311.54998779296875,309.2799987792969,311.1600036621094,2415800
2020-08-19,311.54998779296875,312.2799987792969,309.30999755859375,309.8399963378906,2498300
2020-08-20,308.1099853515625,311.2699890136719,308.0199890136719,310.82000732421875,2409300
2020-08-21,310.4800109863281,312.1000061035156,310.1700134277344,311.92999267578125,2316200
2020-08-24,314.3599853515625,315.1700134277344,313.3699951171875,315.1000061035156,2349600
2020-08-25,315.69000244140625,316.260009765625,314.5,316.20001220703125,2890800
2020-08-26,316.75,319.6300048828125,316.25,319.42999267578125,2606000
2020-08-27,320.2200012207031,321.5,318.4700012207031,320.07000732421875,2295900
2020-08-28,321.1400146484375,322.2799987792969,319.95001220703125,322.1499938964844,3538700
2020-08-31,321.9800109863281,322.8299865722656,320.79998779296875,321.0199890136719,5068000
2020-09-01,321.80999755859375,324.1000061035156,320.94000244140625,324.0199890136719,3008000
2020-09-02,325.94000244140625,329.6700134277344,324.7799987792969,328.739990234375,5273100
2020-09-03,327.010009765625,327.510009765625,314.80999755859375,317.3599853515625,6892000
2020-09-04,317.7699890136719,319.6000061035156,306.8999938964844,314.82000732421875,5133900
2020-09-08,309.3500061035156,310.5899963378906,305.8500061035156,306.1700134277344,4278300
2020-09-09,310.1499938964844,314.6600036621094,309.2900085449219,312.2099914550781,3339800
2020-09-10,314.04998779296875,314.7099914550781,305.82000732421875,306.75,3589000
2020-09-11,308.54998779296875,309.5899963378906,304.1700134277344,306.9800109863281,3690100
2020-09-14,310.0799865722656,312.75,309.6099853515625,310.9700012207031,3056100
2020-09-15,313.4700012207031,314.260009765625,311.5199890136719,312.57000732421875,2570900
2020-09-16,313.80999755859375,315.17999267578125,311.0400085449219,311.30999755859375,2313400
2020-09-17,306.4800109863281,310.2699890136719,305.9599914550781,308.5899963378906,2848300
2020-09-18,309.44000244140625,309.4800109863281,302.54998779296875,305.0,3420800
2020-09-21,300.4700012207031,301.75,296.8299865722656,301.69000244140625,4536800
2020-09-22,303.1099853515625,305.239990234375,300.6700134277344,304.739990234375,2741500
2020-09-23,305.2799987792969,305.54998779296875,297.1700134277344,297.67999267578125,2755800
2020-09-24,296.30999755859375,301.4599914550781,295.0400085449219,298.5,3130700
2020-09-25,297.5799865722656,304.0400085449219,296.7200012207031,303.2799987792969,2683800
2020-09-28,307.4200134277344,309.0199890136719,306.42999267578125,308.3599853515625,2437900
2020-09-29,306.8399963378906,307.510009765625,304.6499938964844,305.29998779296875,2303900
2020-09-30,306.0400085449219,310.75,305.8500061035156,307.6499938964844,4304500
2020-10-01,310.1600036621094,311.1099853515625,307.760009765625,309.6000061035156,3005700
2020-10-02,304.7200012207031,308.5799865722656,304.2099914550781,306.7200012207031,3125100
2020-10-05,308.69000244140625,312.2900085449219,308.69000244140625,312.0799865722656,2364500
2020-10-06,312.25,314.32000732421875,307.17999267578125,307.7200012207031,3389800
2020-10-07,310.6099853515625,313.80999755859375,310.6000061035156,313.0,1707800
2020-10-08,314.9599914550781,315.8500061035156,314.04998779296875,315.7699890136719,1731700
2020-10-09,317.4700012207031,319.1000061035156,316.8500061035156,318.5799865722656,2794100
2020-10-12,321.1400146484375,325.2200012207031,320.6600036621094,323.7200012207031,2194300
2020-10-13,323.6400146484375,323.7300109863281,320.7099914550781,321.6499938964844,2229700
2020-10-14,322.2200012207031,323.29998779296875,318.92999267578125,319.6400146484375,1902100
2020-10-15,315.7099914550781,319.70001220703125,315.2300109863281,319.260009765625,2481700
2020-10-16,320.6499938964844,322.2099914550781,318.8999938964844,318.989990234375,1669600
2020-10-19,320.29998779296875,320.8900146484375,313.3299865722656,314.1700134277344,2229600
2020-10-20,315.4800109863281,318.6700134277344,314.7799987792969,315.4100036621094,3066600
2020-10-21,315.4100036621094,317.5199890136719,314.5899963378906,314.8399963378906,2607700
2020-10-22,315.05999755859375,317.1600036621094,312.989990234375,316.57000732421875,2362400
2020-10-23,317.8399963378906,317.8399963378906,315.239990234375,317.6499938964844,1429300
2020-10-26,314.30999755859375,315.0799865722656,308.3599853515625,311.79998779296875,3335800
2020-10-27,312.17999267578125,312.4700012207031,310.55999755859375,310.7699890136719,2196100
2020-10-28,305.1300048828125,305.739990234375,299.6199951171875,300.07000732421875,5650500
2020-10-29,300.32000732421875,306.25,298.69000244140625,303.2300109863281,5365200
2020-10-30,301.55999755859375,302.8599853515625,296.3699951171875,299.82000732421875,5892100
2020-11-02,303.3699951171875,305.30999755859375,300.6300048828125,303.30999755859375,4080400
2020-11-03,306.57000732421875,310.739990234375,306.0899963378906,308.6600036621094,3378300
2020-11-04,313.19000244140625,319.6499938964844,312.0,315.6099853515625,5750200
2020-11-05,320.94000244140625,323.54998779296875,320.5199890136719,321.7900085449219,3950300
2020-11-06,321.44000244140625,322.9200134277344,319.42999267578125,321.75,3640600
2020-11-09,334.3599853515625,335.20001220703125,325.2799987792969,325.760009765625,8097300
2020-11-10,324.7699890136719,326.29998779296875,322.05999755859375,325.3399963378906,4120800
2020-11-11,327.4200134277344,328.5,326.1700134277344,327.6300048828125,2773500
2020-11-12,326.739990234375,327.44000244140625,322.7300109863281,324.6000061035156,2532700
2020-11-13,326.45001220703125,329.7300109863281,325.8900146484375,329.010009765625,1996100
2020-11-16,331.6499938964844,333.1199951171875,330.4100036621094,333.0,3018800
2020-11-17,330.7300109863281,332.5,329.25,331.3399963378906,3052100
2020-11-18,331.6300048828125,332.1400146484375,327.2900085449219,327.32000732421875,2647800
2020-11-19,326.760009765625,329.0899963378906,325.4100036621094,328.69000244140625,2962200
2020-11-20,328.4100036621094,328.6600036621094,326.3999938964844,326.489990234375,3516800
2020-11-23,328.2799987792969,329.6000061035156,326.05999755859375,328.4200134277344,2222600
2020-11-24,331.0199890136719,334.25,330.1000061035156,333.739990234375,2659700
2020-11-25,333.6700134277344,333.6700134277344,332.1499938964844,333.19000244140625,2256900
2020-11-27,334.2900085449219,334.6099853515625,333.17999267578125,334.1400146484375,984700
2020-11-30,333.3999938964844,333.6300048828125,330.0400085449219,332.6400146484375,4175700
2020-12-01,335.9200134277344,337.79998779296875,335.32000732421875,336.29998779296875,3224200
2020-12-02,335.2200012207031,337.1099853515625,334.6499938964844,337.010009765625,2270300
2020-12-03,336.9100036621094,338.29998779296875,335.8800048828125,336.9100036621094,2851100
2020-12-04,337.5,339.8399963378906,337.45001220703125,339.80999755859375,2907000
2020-12-07,339.07000732421875,339.6300048828125,337.9100036621094,339.17999267578125,1943100
2020-12-08,337.8900146484375,340.70001220703125,337.8500061035156,340.1600036621094,1948200
2020-12-09,340.7900085449219,340.92999267578125,336.260009765625,337.1400146484375,2545800
2020-12-10,335.739990234375,338.0,334.8399963378906,336.9800109863281,2738600
2020-12-11,335.30999755859375,336.79998779296875,333.7699890136719,336.54998779296875,2387900
2020-12-14,338.760009765625,339.7900085449219,334.8900146484375,335.010009765625,2654600
2020-12-15,337.6400146484375,339.6400146484375,336.239990234375,339.6400146484375,2757400
2020-12-16,339.8299865722656,341.0400085449219,338.9599914550781,340.1600036621094,2943200
2020-12-17,341.7699890136719,342.25,340.9599914550781,342.010009765625,2627000
2020-12-18,342.3900146484375,342.5,338.70001220703125,340.6400146484375,6025700
2020-12-21,336.8299865722656,340.3800048828125,334.1099853515625,339.5899963378906,3918100
2020-12-22,338.4700012207031,338.54998779296875,336.4700012207031,337.5400085449219,2371900
2020-12-23,338.5400085449219,339.75,337.69000244140625,337.80999755859375,3682200
2020-12-24,338.3699951171875,339.17999267578125,337.7699890136719,339.1600036621094,1447500
2020-12-28,341.739990234375,342.4599914550781,341.0899963378906,342.1099853515625,2798800
2020-12-29,343.6300048828125,343.7699890136719,340.8699951171875,341.3900146484375,2555500
2020-12-30,342.2799987792969,342.9100036621094,341.57000732421875,341.8500061035156,2009100
2020-12-31,341.82000732421875,344.3699951171875,341.2300109863281,343.69000244140625,3507000
2021-01-04,345.0199890136719,345.0899963378906,335.3699951171875,339.0299987792969,5402600
2021-01-05,338.3999938964844,342.3900146484375,338.3900146484375,341.260009765625,3299700
2021-01-06,339.7900085449219,346.5,339.29998779296875,343.3299865722656,4805000
2021-01-07,345.739990234375,349.20001220703125,345.5400085449219,348.4599914550781,3638900
2021-01-08,349.8800048828125,350.6199951171875,346.6400146484375,350.4200134277344,3758500
2021-01-11,347.3599853515625,349.82000732421875,347.20001220703125,348.1300048828125,2975000
2021-01-12,348.29998779296875,349.1499938964844,345.9700012207031,348.1600036621094,2298400
2021-01-13,348.1099853515625,350.05999755859375,347.32000732421875,349.0299987792969,3039900
2021-01-14,349.8500061035156,350.32000732421875,347.54998779296875,347.8500061035156,3497400
2021-01-15,346.2699890136719,347.05999755859375,343.5299987792969,345.3699951171875,3622100
2021-01-19,347.79998779296875,348.5899963378906,346.3599853515625,348.1000061035156,3433800
2021-01-20,350.32000732421875,353.7099914550781,349.9700012207031,352.8299865722656,2920600
2021-01-21,353.4599914550781,353.8399963378906,352.29998779296875,353.1600036621094,2580800
2021-01-22,351.3800048828125,353.0400085449219,350.989990234375,351.8999938964844,1812200
2021-01-25,352.7099914550781,353.67999267578125,347.9700012207031,353.3299865722656,3549000
2021-01-26,354.2300109863281,354.6499938964844,352.6000061035156,352.79998779296875,2430200
2021-01-27,349.5400085449219,349.55999755859375,341.989990234375,344.239990234375,5010400
2021-01-28,345.9700012207031,351.07000732421875,345.5799865722656,347.1300048828125,3432200
2021-01-29,345.30999755859375,346.2200012207031,338.57000732421875,340.17999267578125,5803600
2021-02-01,343.6300048828125,346.8500061035156,341.3999938964844,345.7699890136719,3334000
2021-02-02,349.04998779296875,352.3399963378906,349.0,350.739990234375,2955200
2021-02-03,351.70001220703125,352.79998779296875,349.8800048828125,351.0899963378906,3392800
2021-02-04,352.1199951171875,355.0400085449219,351.9200134277344,355.0199890136719,1988300
2021-02-05,356.8999938964844,357.1300048828125,355.32000732421875,356.44000244140625,2091800
2021-02-08,357.9200134277344,359.07000732421875,357.05999755859375,359.07000732421875,3371100
2021-02-09,358.2200012207031,359.3299865722656,357.7699890136719,358.7799987792969,1891200
2021-02-10,360.5299987792969,360.6099853515625,356.29998779296875,358.6400146484375,2400000
2021-02-11,359.7099914550781,360.1000061035156,356.8399963378906,359.2200012207031,2237200
2021-02-12,358.45001220703125,361.19000244140625,358.3599853515625,361.04998779296875,2144500
2021-02-16,362.1499938964844,362.3699951171875,359.9800109863281,360.7099914550781,4408500
2021-02-17,359.0299987792969,360.9700012207031,357.9200134277344,360.7900085449219,3211800
2021-02-18,358.239990234375,359.92999267578125,356.489990234375,359.25,3010500
2021-02-19,360.4700012207031,360.7099914550781,358.1400146484375,358.5899963378906,2487100
2021-02-22,355.8399963378906,358.19000244140625,355.55999755859375,355.7699890136719,3291000
2021-02-23,353.69000244140625,357.55999755859375,349.5299987792969,356.2200012207031,5251100
2021-02-24,355.1499938964844,360.5799865722656,354.20001220703125,360.1600036621094,3301200
2021-02-25,359.0299987792969,360.2699890136719,350.0799865722656,351.5199890136719,7049200
2021-02-26,353.4700012207031,354.4700012207031,347.7099914550781,349.5899963378906,7579500
2021-03-01,354.54998779296875,359.3900146484375,354.5,358.1199951171875,3721100
2021-03-02,358.3800048828125,358.6300048828125,355.1600036621094,355.3500061035156,5462600
2021-03-03,354.70001220703125,355.6400146484375,350.55999755859375,350.6600036621094,6317600
2021-03-04,350.489990234375,353.0199890136719,341.9200134277344,346.3399963378906,6604500
2021-03-05,349.7699890136719,353.7300109863281,342.5899963378906,352.69000244140625,8721300
2021-03-08,353.6300048828125,356.3999938964844,350.6600036621094,350.9599914550781,5663500
2021-03-09,354.75,358.4599914550781,354.2300109863281,355.8699951171875,6075100
2021-03-10,358.29998779296875,359.8399963378906,356.8800048828125,358.07000732421875,7231400
2021-03-11,360.6600036621094,363.760009765625,360.1600036621094,361.8500061035156,3340700
2021-03-12,360.5,362.45001220703125,359.6700134277344,362.3599853515625,4847300
2021-03-15,362.6700134277344,364.75,360.45001220703125,364.4599914550781,3154800
2021-03-16,365.1199951171875,365.7799987792969,363.25,364.04998779296875,3698400
2021-03-17,362.8299865722656,366.04998779296875,361.6199951171875,365.239990234375,5011600
2021-03-18,362.7300109863281,364.760009765625,359.2799987792969,359.8699951171875,5067500
2021-03-19,359.6499938964844,361.1700134277344,357.1400146484375,359.2300109863281,5382800
2021-03-22,359.7900085449219,363.5,359.760009765625,362.07000732421875,3417600
2021-03-23,361.5299987792969,362.94000244140625,358.510009765625,359.4100036621094,4954600
2021-03-24,360.7099914550781,362.2699890136719,357.4200134277344,357.4200134277344,4099000
2021-03-25,356.0799865722656,360.239990234375,354.1400146484375,359.42999267578125,5487300
2021-03-26,359.3699951171875,364.3699951171875,358.75,364.010009765625,3322600
2021-03-29,362.57000732421875,364.67999267578125,361.1099853515625,363.7900085449219,3143300
2021-03-30,362.55999755859375,363.4700012207031,361.2699890136719,362.8599853515625,3696200
2021-03-31,363.3900146484375,365.82000732421875,363.3900146484375,364.29998779296875,7470300
2021-04-01,366.20001220703125,368.2900085449219,366.0299987792969,368.1600036621094,5132000
2021-04-05,370.8900146484375,374.07000732421875,370.80999755859375,373.4700012207031,3764100
2021-04-06,373.0400085449219,374.3299865722656,372.6700134277344,373.260009765625,3583500
2021-04-07,373.1400146484375,374.0799865722656,372.7200012207031,373.7300109863281,2768900
2021-04-08,374.9700012207031,375.55999755859375,374.05999755859375,375.54998779296875,3949400
2021-04-09,375.4200134277344,378.3999938964844,375.3299865722656,378.25,2627500
2021-04-12,377.70001220703125,378.6499938964844,377.0799865722656,378.4200134277344,2747500
2021-04-13,378.3699951171875,380.1199951171875,377.9200134277344,379.45001220703125,2985500
2021-04-14,379.4599914550781,380.510009765625,377.70001220703125,378.2300109863281,3691100
2021-04-15,380.3299865722656,382.5400085449219,380.2799987792969,382.2900085449219,3573800
2021-04-16,383.55999755859375,384.1499938964844,382.19000244140625,383.6300048828125,3252500
2021-04-19,382.6199951171875,383.0899963378906,380.3699951171875,381.739990234375,3945700
2021-04-20,380.489990234375,381.1600036621094,377.4700012207031,378.94000244140625,4106700
2021-04-21,378.2799987792969,382.6700134277344,378.1400146484375,382.5,3640100
2021-04-22,382.32000732421875,383.1199951171875,377.9599914550781,378.989990234375,3965000
2021-04-23,379.57000732421875,384.4599914550781,379.4599914550781,383.0299987792969,3781100
2021-04-26,383.7300109863281,384.45001220703125,383.32000732421875,383.8599853515625,3125200
2021-04-27,384.20001220703125,384.3800048828125,382.7200012207031,383.739990234375,3370600
2021-04-28,384.1000061035156,385.1700134277344,383.239990234375,383.55999755859375,3960400
2021-04-29,386.3999938964844,386.739990234375,382.80999755859375,386.1199951171875,4209900
2021-04-30,383.9100036621094,384.760009765625,382.7300109863281,383.57000732421875,5219200
2021-05-03,385.55999755859375,385.94000244140625,383.9599914550781,384.44000244140625,4180800
2021-05-04,382.5199890136719,382.9599914550781,378.45001220703125,382.1000061035156,5485600
2021-05-05,383.7200012207031,383.9100036621094,381.44000244140625,382.1700134277344,4410700
2021-05-06,382.260009765625,385.3699951171875,380.2699890136719,385.2799987792969,4737300
2021-05-07,386.0199890136719,388.67999267578125,385.3299865722656,388.0299987792969,3516600
2021-05-10,388.4100036621094,388.6600036621094,384.0899963378906,384.2300109863281,5942700
2021-05-11,379.75,381.739990234375,376.95001220703125,380.8599853515625,7081500
2021-05-12,378.0400085449219,379.2699890136719,372.1300048828125,372.7300109863281,7707400
2021-05-13,374.2099914550781,379.04998779296875,374.1700134277344,377.1600036621094,7179100
2021-05-14,379.80999755859375,383.7900085449219,379.80999755859375,382.95001220703125,5167900
2021-05-17,381.8999938964844,382.75,380.0,382.0299987792969,3781600
2021-05-18,382.25,382.4700012207031,378.5400085449219,378.7300109863281,3128300
2021-05-19,374.05999755859375,377.8399963378906,372.6199951171875,377.7300109863281,5086300
2021-05-20,378.57000732421875,382.989990234375,378.45001220703125,381.760009765625,4776700
2021-05-21,383.2300109863281,384.45001220703125,381.010009765625,381.4700012207031,3567500
2021-05-24,383.69000244140625,386.3999938964844,383.44000244140625,385.32000732421875,2962500
2021-05-25,386.3999938964844,386.760009765625,383.94000244140625,384.510009765625,4031800
2021-05-26,385.0899963378906,385.75,384.07000732421875,385.2099914550781,2642700
2021-05-27,386.2799987792969,386.7799987792969,385.32000732421875,385.3800048828125,3015900
2021-05-28,387.0299987792969,387.2699890136719,385.94000244140625,386.1300048828125,3370100
2021-06-01,388.5,388.6199951171875,385.3800048828125,385.8299865722656,4389000
2021-06-02,386.45001220703125,387.239990234375,385.4700012207031,386.4800109863281,3209200
2021-06-03,384.1700134277344,386.1099853515625,382.70001220703125,385.010009765625,3391000
2021-06-04,386.80999755859375,388.79998779296875,386.760009765625,388.5,2628100
2021-06-07,388.5199890136719,388.69000244140625,387.25,388.1700134277344,2500600
2021-06-08,389.0,389.0799865722656,386.44000244140625,388.2300109863281,2386600
2021-06-09,389.0799865722656,389.1300048828125,387.4100036621094,387.6199951171875,2968100
2021-06-10,388.8599853515625,390.3599853515625,387.5799865722656,389.4100036621094,2611800
2021-06-11,390.0,390.20001220703125,388.7300109863281,390.0899963378906,2241500
2021-06-14,390.2099914550781,391.07000732421875,389.0,391.07000732421875,2252200
2021-06-15,391.1499938964844,391.20001220703125,389.4100036621094,390.25,2405000
2021-06-16,390.4200134277344,390.5799865722656,386.0199890136719,388.1099853515625,4194300
2021-06-17,387.6199951171875,388.9100036621094,385.5,387.9700012207031,4065300
2021-06-18,384.7900085449219,385.3800048828125,382.5199890136719,382.82000732421875,5211100
2021-06-21,384.5,388.3800048828125,383.6499938964844,388.17999267578125,4389800
2021-06-22,388.239990234375,391.0899963378906,387.4700012207031,390.239990234375,2705400
2021-06-23,390.3500061035156,391.1400146484375,389.70001220703125,389.82000732421875,2404200
2021-06-24,391.8900146484375,392.5199890136719,391.6700134277344,392.04998779296875,2987800
2021-06-25,392.8999938964844,393.9200134277344,392.5400085449219,393.5,2862800
2021-06-28,394.0299987792969,394.45001220703125,392.8299865722656,394.32000732421875,2418500
2021-06-29,393.3500061035156,393.94000244140625,392.6600036621094,393.1600036621094,2927600
2021-06-30,392.7200012207031,394.1300048828125,392.7200012207031,393.5199890136719,3795900
2021-07-01,394.29998779296875,395.8500061035156,394.2099914550781,395.739990234375,3414500
2021-07-02,396.8500061035156,399.04998779296875,396.5299987792969,398.75,4363100
2021-07-06,398.7699890136719,398.989990234375,395.29998779296875,398.0,4331300
2021-07-07,398.6700134277344,399.6600036621094,396.67999267578125,399.3699951171875,4747800
2021-07-08,394.20001220703125,396.8800048828125,393.0199890136719,396.19000244140625,5817100
2021-07-09,397.6300048828125,400.6499938964844,397.4200134277344,400.3699951171875,3332200
2021-07-12,400.29998779296875,402.0299987792969,399.8699951171875,401.82000732421875,2929200
2021-07-13,401.0799865722656,402.5,400.17999267578125,400.4599914550781,4313100
2021-07-14,402.05999755859375,402.57000732421875,399.82000732421875,401.010009765625,3332200
2021-07-15,399.739990234375,400.3800048828125,397.80999755859375,399.7200012207031,4483900
2021-07-16,400.8399963378906,400.8800048828125,396.1400146484375,396.6099853515625,4516600
2021-07-19,391.7799987792969,392.260009765625,387.92999267578125,390.67999267578125,12336200
2021-07-20,391.3500061035156,397.5,390.010009765625,396.20001220703125,4043100
2021-07-21,397.4800109863281,399.6199951171875,397.2699890136719,399.5299987792969,2996600
2021-07-22,399.7099914550781,400.55999755859375,398.70001220703125,400.3800048828125,2575700
2021-07-23,402.1700134277344,404.75,401.5799865722656,404.3800048828125,3151900
2021-07-26,403.9200134277344,405.4200134277344,403.82000732421875,405.4100036621094,2374300
2021-07-27,404.45001220703125,404.45001220703125,400.79998779296875,403.6099853515625,3626100
2021-07-28,404.1700134277344,404.760009765625,402.0400085449219,403.3900146484375,3763700
2021-07-29,404.3599853515625,406.1300048828125,404.3500061035156,405.1300048828125,2274200
2021-07-30,402.5899963378906,404.5299987792969,402.4700012207031,403.1499938964844,5204500
2021-08-02,404.7799987792969,405.3599853515625,401.94000244140625,402.3299865722656,5814700
2021-08-03,403.0799865722656,405.6600036621094,400.9200134277344,405.5799865722656,4129600
2021-08-04,404.30999755859375,404.8599853515625,403.3399963378906,403.6400146484375,3880200
2021-08-05,404.70001220703125,406.19000244140625,404.3800048828125,406.1600036621094,3052800
2021-08-06,406.44000244140625,407.17999267578125,406.1700134277344,406.8599853515625,2486900
2021-08-09,406.75,407.04998779296875,405.69000244140625,406.4700012207031,1984400
2021-08-10,406.9100036621094,407.6700134277344,406.2300109863281,406.9800109863281,2400700
2021-08-11,408.0,408.07000732421875,406.9100036621094,407.9599914550781,3554400
2021-08-12,407.82000732421875,409.3299865722656,406.9700012207031,409.1499938964844,2319300
2021-08-13,409.6400146484375,409.9599914550781,409.17999267578125,409.9599914550781,2253800
2021-08-16,408.7099914550781,411.010009765625,407.1499938964844,410.94000244140625,3379100
2021-08-17,408.4100036621094,409.04998779296875,405.30999755859375,408.2300109863281,5186300
2021-08-18,407.2200012207031,408.75,403.5400085449219,403.8399963378906,4878300
2021-08-19,401.0899963378906,405.54998779296875,400.92999267578125,404.4100036621094,5505700
2021-08-20,404.67999267578125,407.9200134277344,404.260009765625,407.6099853515625,3263600
